iter	Logloss
144	0.3181135654
145	0.3177771807
146	0.3174601316
147	0.3173137426
148	0.3170592785
149	0.3167843819
150	0.3165896177
151	0.3164228916
152	0.316142869
153	0.3158742428
154	0.3157209396
155	0.315507102
156	0.3151966333
157	0.315013957
158	0.3147922993
159	0.3145802736
160	0.3144312859
161	0.3142607689
162	0.3140288591
163	0.313907361
164	0.313807106
165	0.3136442423
166	0.3134167433
167	0.3131490707
168	0.3128968477
169	0.3126270771
170	0.3124724865
171	0.3123064041
172	0.312062645
173	0.3118540287
174	0.3116504669
175	0.3114289761
176	0.3112780809
177	0.3110870361
178	0.3108413696
179	0.3106563807
180	0.310512352
181	0.3102443457
182	0.310043478
183	0.3098918438
184	0.3097033739
185	0.3095814466
186	0.3094550133
187	0.3092880487
188	0.3090756893
189	0.3088964462
190	0.3087483883
191	0.3085681677
192	0.3084223032
193	0.3082269907
194	0.3079745531
195	0.3077771187
196	0.3075891256
197	0.3074179173
198	0.3072681427
199	0.3070961475
200	0.3069770336
201	0.3067553282
202	0.3066291809
203	0.3063890219
204	0.30620718
205	0.3060675621
206	0.3058436871
207	0.3057412148
208	0.3055476665
209	0.305431509
210	0.3052125454
211	0.3050677538
212	0.3049295664
213	0.3046999931
214	0.3045752525
215	0.3044467449
216	0.3042055607
217	0.3040993452
218	0.3040524483
219	0.3039629459
220	0.3038766384
221	0.3037651062
222	0.3035489798
223	0.3033207417
224	0.3032202721
225	0.303063488
226	0.3028917789
227	0.3027251482
228	0.3025443554
229	0.3024944782
230	0.3023638248
231	0.3022411108
232	0.3020749331
233	0.3018895626
234	0.3016874313
235	0.3015579224
236	0.3013761997
237	0.3012627602
238	0.3011642456
239	0.3009281158
240	0.3007606983
241	0.3005359888
242	0.3004546642
243	0.3002384901
244	0.3000488758
245	0.2998382807
246	0.2996761322
247	0.2994494438
248	0.2993759871
249	0.2992598772
250	0.2990869999
251	0.2988941669
252	0.2987967253
253	0.2986292839
254	0.2984787941
255	0.2983985901
256	0.2982997417
257	0.2980974197
258	0.2979248524
259	0.2977714539
260	0.2976583481
261	0.2974376202
262	0.2972452641
263	0.2970745087
264	0.2969355106
265	0.2967766047
266	0.2966026306
267	0.296441555
268	0.2962959766
269	0.2961793423
270	0.2959722757
271	0.2958342552
272	0.2956470966
273	0.2954680443
274	0.2953490496
275	0.2952493668
276	0.2950815201
277	0.2949783802
278	0.2947842598
279	0.2945742369
280	0.2943895578
281	0.294251895
282	0.2939520121
283	0.2938085079
284	0.2936849117
285	0.293522644
286	0.2934061766
287	0.2933483124
288	0.293164134
289	0.2930613279
290	0.2928383589
291	0.2926893234
292	0.2926144361
293	0.2924670219
294	0.2923951149
295	0.2922901392
296	0.2922101498
297	0.2920916796
298	0.2919974327
299	0.2918600559
300	0.291655755
301	0.2915091038
302	0.2913759232
303	0.2912054539
304	0.2910663366
305	0.2909652948
306	0.2908211231
307	0.290738225
308	0.2906519651
309	0.2905676126
310	0.2903152227
311	0.2901370049
312	0.2898924589
313	0.2897141695
314	0.2895790815
315	0.2894307852
316	0.2893094063
317	0.2890836239
318	0.2889589787
319	0.2887217522
320	0.2885573864
321	0.2884325981
322	0.2883046627
323	0.2881195545
324	0.287997818
325	0.287845993
326	0.2876856804
327	0.2875517845
328	0.2874551535
329	0.2872842073
330	0.2872053146
331	0.2871036053
332	0.2869464397
333	0.2867463112
334	0.2865544796
335	0.2864619493
336	0.2863021612
337	0.2860837936
338	0.2859496832
339	0.2858286619
340	0.2856930733
341	0.2855679035
342	0.2853647947
343	0.2851734161
344	0.2850508451
345	0.2849313736
346	0.2847628117
347	0.2846519232
348	0.2844839573
349	0.2842892647
350	0.2841921806
351	0.2839976072
352	0.2839506388
353	0.283827424
354	0.2837687969
355	0.2836137295
356	0.283515048
357	0.2834104061
358	0.2832281351
359	0.282977581
360	0.2828898191
361	0.282750392
362	0.2825458527
363	0.2824543476
364	0.2823807955
365	0.2822618484
366	0.2820936918
367	0.2819866896
368	0.2818292379
369	0.2816683531
370	0.2815594435
371	0.2814482212
372	0.2813569069
373	0.2812271833
374	0.2811728477
375	0.2810363531
376	0.2809430122
377	0.2807853937
378	0.2806864738
379	0.2805869579
380	0.2804592371
381	0.2803112507
382	0.2801918507
383	0.279998827
384	0.2798400879
385	0.2797275782
386	0.2796191216
387	0.2794297218
388	0.2793299675
389	0.2791519165
390	0.279040575
391	0.2788725853
392	0.2787250042
393	0.278635025
394	0.2784857512
395	0.2783565044
396	0.2782171249
397	0.2781009674
398	0.2780436993
399	0.2779333591
400	0.2778491735
401	0.2777185917
402	0.2776101589
403	0.2774955988
404	0.2773986816
405	0.277296257
406	0.2771493196
407	0.2770326138
408	0.276892662
409	0.2767124653
410	0.2765991688
411	0.2764854908
412	0.2763503551
413	0.2762550831
414	0.276132822
415	0.2760695219
416	0.2760024786
417	0.2758716106
418	0.2757657051
419	0.2755904675
420	0.2754599094
421	0.2752793312
422	0.2752139091
423	0.2749911547
424	0.2748496532
425	0.2747406483
426	0.2745654106
427	0.2744567871
428	0.2743600845
429	0.2742440462
430	0.2740825415
431	0.2739358902
432	0.2738676548
433	0.2737820625
434	0.2736274004
435	0.2734720707
436	0.2733868599
437	0.2732556105
438	0.2731711864
439	0.272998476
440	0.2728572845
441	0.2727414131
442	0.2726142883
443	0.2725151539
444	0.2723684072
445	0.2722323418
446	0.2721559048
447	0.2720408916
448	0.2719108582
449	0.2718297482
450	0.2718261242
451	0.2716574907
452	0.2714809179
453	0.2713205576
454	0.2711883068
455	0.2710910559
456	0.2709421158
457	0.2708160877
458	0.2706918478
459	0.2705895901
460	0.2704384089
461	0.2703094482
462	0.2701482058
463	0.2700022936
464	0.2698662519
465	0.2697735786
466	0.2696499348
467	0.2694936275
468	0.269394207
469	0.2692817211
470	0.269122982
471	0.2690243959
472	0.268873167
473	0.2688079119
474	0.2686702013
475	0.2685140133
476	0.268377161
477	0.2683052301
478	0.2680985689
479	0.2679540157
480	0.2678473473
481	0.2677011013
482	0.2675896645
483	0.2674645424
484	0.2673683405
485	0.267186594
486	0.2670476198
487	0.2668634176
488	0.2667486191
489	0.266655612
490	0.2664801121
491	0.2663684607
492	0.266189146
493	0.266085434
494	0.265977931
495	0.2658931017
496	0.2657697916
497	0.2656124592
498	0.2654100895
499	0.2653170347
500	0.2652546644
501	0.2651442289
502	0.2650686979
503	0.2649628639
504	0.2648435593
505	0.2646905899
506	0.2645463705
507	0.2644451618
508	0.2642985344
509	0.2641714573
510	0.2640517712
511	0.2639288425
512	0.2637272835
513	0.2636288166
514	0.2635070801
515	0.2634456158
516	0.2633351803
517	0.2632025242
518	0.2630997181
519	0.2629525185
520	0.2628491879
521	0.2627580404
522	0.2626200676
523	0.2625434399
524	0.2624780178
525	0.2623917818
526	0.2622831106
527	0.2621558666
528	0.2620595455
529	0.2618842602
530	0.2617384672
531	0.2616134882
532	0.2614350319
533	0.2613389969
534	0.2612006903
535	0.2610138416
536	0.2608767509
537	0.2607913256
538	0.2606639862
539	0.2604795933
540	0.2603355646
541	0.2602357388
542	0.2600426435
543	0.2599126577
544	0.2597902775
545	0.2596901894
546	0.2595220089
547	0.2593932152
548	0.2593426704
549	0.2592161179
550	0.2590888977
551	0.2589266777
552	0.2588369131
553	0.2586865902
554	0.2585330009
555	0.2583380222
556	0.2581766367
557	0.2580964088
558	0.2579678059
559	0.2578755379
560	0.2578065157
561	0.2577233791
562	0.2576205492
563	0.2574997902
564	0.2572777748
565	0.2571681976
566	0.257063818
567	0.2569708586
568	0.2568828106
569	0.2567198515
570	0.2566409588
571	0.2564667225
572	0.2563204288
573	0.2561746597
574	0.2560083866
575	0.2558942795
576	0.2558089018
577	0.2556838036
578	0.255569911
579	0.2554253101
580	0.2553316116
581	0.2551944733
582	0.2551046371
583	0.2550240517
584	0.2549124718
585	0.2547864676
586	0.254690218
587	0.2546147108
588	0.254488039
589	0.2543753862
590	0.2542970181
591	0.2541380167
592	0.2540653944
593	0.253931284
594	0.253831768
595	0.2537428141
596	0.2536230803
597	0.253489852
598	0.2533810377
599	0.2532621861
600	0.2531141758
601	0.2530129433
602	0.2529080153
603	0.252796793
604	0.2526880503
605	0.2525871992
606	0.2524792433
607	0.2523624897
608	0.2522829771
609	0.2521839619
610	0.2520625114
611	0.2519179821
612	0.251807785
613	0.2517095089
614	0.2516018391
615	0.2514371395
616	0.2513273239
617	0.2512114525
618	0.2511393547
619	0.250995779
620	0.2507725
621	0.250667429
622	0.250599575
623	0.2505066633
624	0.2503758192
625	0.2501923084
626	0.2500615835
627	0.2499549389
628	0.2498338461
629	0.249713707
630	0.2496178627
631	0.2494941711
632	0.2493196011
633	0.2491409779
634	0.2490198135
635	0.2488677025
636	0.2487150669
637	0.2485688448
638	0.2484682798
639	0.2483757496
640	0.2482535839
641	0.2481501818
642	0.2480293751
643	0.2479094744
644	0.2478101492
645	0.2477277279
646	0.2476383686
647	0.2475468159
648	0.2474429131
649	0.2472849846
650	0.2471705437
651	0.2469959497
652	0.2468744516
653	0.2467572689
654	0.2466823578
655	0.2465709448
656	0.2465152264
657	0.2463651419
658	0.2462253571
659	0.2461126089
660	0.2460041761
661	0.2457958221
662	0.2457206488
663	0.2456330061
664	0.2456119299
665	0.2454651594
666	0.2453523159
667	0.2452367783
668	0.2451734781
669	0.2450387955
670	0.2449327707
671	0.2447473049
672	0.2446919441
673	0.2445767641
674	0.2445096493
675	0.2444102764
676	0.2443536758
677	0.2442282677
678	0.2441599131
679	0.2440387249
680	0.2438328981
681	0.2436995029
682	0.243555975
683	0.2434069157
684	0.2433527946
685	0.2432222366
686	0.2431280136
687	0.2430197239
688	0.2429484367
689	0.2428263426
690	0.2427383423
691	0.2426689863
692	0.242550993
693	0.2424268246
694	0.2423212528
695	0.2422342777
696	0.2421328545
697	0.2419557571
698	0.2418696404
699	0.2417882919
700	0.2417094231
701	0.2416388988
702	0.2415499926
703	0.241467452
704	0.2414053679
705	0.241254282
706	0.2410937309
707	0.240948534
708	0.2408626556
709	0.2407704353
710	0.2406318903
711	0.2404464006
712	0.2403814793
713	0.240266037
714	0.2401553631
715	0.2400877476
716	0.2400141954
717	0.2398980618
718	0.2397355556
719	0.2396321535
720	0.239509511
721	0.2394203186
722	0.2393218517
723	0.239199996
724	0.2390846729
725	0.2389844418
726	0.2388954163
727	0.2387894392
728	0.238666749
729	0.2385412216
730	0.2384222031
731	0.2383312464
732	0.2382715225
733	0.238170433
734	0.2380831718
735	0.2379361153
736	0.2377978802
737	0.2376938343
738	0.2375773907
739	0.2374406576
740	0.2373251438
741	0.2372298956
742	0.2371580601
743	0.2370232821
744	0.2369259357
745	0.2368350983
746	0.2367799282
747	0.2366565228
748	0.2365189552
749	0.2364367247
750	0.2363637209
751	0.2362556934
752	0.2361597538
753	0.2360589504
754	0.2359622717
755	0.2358887196
756	0.2357620239
757	0.2357038021
758	0.2356320381
759	0.2355612516
760	0.235431385
761	0.2353678226
762	0.2352764845
763	0.235198617
764	0.2351119518
765	0.2350199699
766	0.2349063396
767	0.2348204374
768	0.2347303391
769	0.2346395969
770	0.2345414639
771	0.2344218731
772	0.2342856646
773	0.234192276
774	0.2341126204
775	0.2340312958
776	0.2339759111
777	0.2338919163
778	0.2337759495
779	0.2336727619
780	0.2335623264
781	0.2334561348
782	0.2333879471
783	0.2332495451
784	0.2331566095
785	0.2330082893
786	0.2328858614
787	0.2328323841
788	0.2328000069
789	0.2326978683
790	0.232652545
791	0.2325754642
792	0.2325045586
793	0.2323699236
794	0.2322425842
795	0.2321333885
796	0.2320587635
797	0.2320091963
798	0.2318949461
799	0.2317963123
800	0.2317242384
801	0.2316046715
802	0.2315162182
803	0.231359911
804	0.2312547684
805	0.2311728477
806	0.2310898066
807	0.2310065269
808	0.2309378386
809	0.2308380127
810	0.2307149887
811	0.2305812359
812	0.2305114985
813	0.2304009676
814	0.2303236961
815	0.2302052975
816	0.2300627947
817	0.229939127
818	0.2298415899
819	0.2297472715
820	0.2296791553
821	0.2295855761
822	0.2295052052
823	0.229450655
824	0.2293879986
825	0.229339838
826	0.2292644978
827	0.2291497707
828	0.2290855885
829	0.2289484262
830	0.2288856506
831	0.2288081169
832	0.2287457466
833	0.2286431313
834	0.2285899878
835	0.2285346985
836	0.2284571171
837	0.2283479214
838	0.228293705
839	0.2282376051
840	0.2280903339
841	0.2280362844
842	0.2279756546
843	0.2278796673
844	0.2278362989
845	0.2277780056
846	0.2277270794
847	0.2276638031
848	0.2275432587
849	0.2274971008
850	0.2273322344
851	0.227215147
852	0.2271216869
853	0.2270203114
854	0.2269494295
855	0.2268966675
856	0.2268306017
857	0.2267794132
858	0.2267133474
859	0.2266541481
860	0.2265683174
861	0.2264959335
862	0.226372385
863	0.2262571096
864	0.2261372328
865	0.2260520458
866	0.2259870291
867	0.2258768559
868	0.2257870197
869	0.2256440163
870	0.2255843163
871	0.2254944086
872	0.2254536867
873	0.22539711
874	0.2253179789
875	0.2252112389
876	0.2251039982
877	0.2250020981
878	0.2249038696
879	0.2248036385
880	0.2247265339
881	0.2246582985
882	0.2245905638
883	0.2245101452
884	0.2243861675
885	0.2243153095
886	0.2242112637
887	0.2241169691
888	0.2240423918
889	0.2240010262
890	0.2239264965
891	0.2238532543
892	0.22375741
893	0.2236792088
894	0.2235542297
895	0.2234750032
896	0.2234349728
897	0.2233616829
898	0.2232723951
899	0.2231216431
900	0.2230163097
901	0.2229353905
902	0.2227987289
903	0.2227285862
904	0.2226120949
905	0.2225281715
906	0.2224183559
907	0.2222905159
908	0.2222298622
909	0.2221298933
910	0.2220916748
911	0.2220067978
912	0.2219058752
913	0.2218673706
914	0.2217916489
915	0.2217094421
916	0.221648407
917	0.2215684175
918	0.2215312958
919	0.2214704514
920	0.2213816166
921	0.2212990761
922	0.221207428
923	0.2211101294
924	0.2210171223
925	0.2209312439
926	0.2208263636
927	0.2207277536
928	0.2206654072
929	0.2206034184
930	0.2204913139
931	0.2204690933
932	0.2204027891
933	0.2203472137
934	0.2203118086
935	0.2201875687
936	0.2201337337
937	0.2200588226
938	0.219961834
939	0.2198626518
940	0.219775629
941	0.2196995735
942	0.2196432352
943	0.2196305275
944	0.2195706367
945	0.2194776773
946	0.2193928719
947	0.219327116
948	0.2192495823
949	0.2191359043
950	0.2190156937
951	0.2189720154
952	0.2189243793
953	0.2188342094
954	0.2187270164
955	0.2186574221
956	0.2186027288
957	0.2184782505
958	0.2184170723
959	0.2183458328
960	0.2182820082
961	0.218206501
962	0.2181540489
963	0.218053627
964	0.2179577112
965	0.2178606033
966	0.2177912235
967	0.2177774429
968	0.217736721
969	0.2176697731
970	0.2176054001
971	0.2175149918
972	0.2174559355
973	0.2173990488
974	0.2173149586
975	0.2172232628
976	0.2171081305
977	0.2170481682
978	0.2169678926
979	0.2168787003
980	0.2167248726
981	0.2166664124
982	0.2165658951
983	0.2164903164
984	0.2163509846
985	0.2162584782
986	0.2161843538
987	0.2160229445
988	0.2159507751
989	0.215839839
990	0.2157630682
991	0.2156844616
992	0.2156023502
993	0.2154942751
994	0.2154166698
995	0.2153198957
996	0.2152431965
997	0.2151782513
998	0.2150939703
999	0.2150120735
